feed_timestamp,entity_id,vehicle_id,route_id,trip_id,trip_start_date,trip_start_time,stop_id,stop_name,dist_to_stop_m,current_stop_sequence,current_status,congestion_level,vehicle_timestamp,lat,lon,speed_mps,bearing,odometer
1768494883,16,3490100042,,,,,,,,,2,,1768494024,44.22334671020508,-76.51365661621094,6.119999885559082,67.9000015258789,0.0
1768494883,17,3490100002,,,,,,,,,2,,1768494703,44.22999572753906,-76.48519897460938,0.0,,0.0
1768494883,18,3490101689,16,2192722:564799:568374,20260115,11:24:00,S00502,Kingston Centre Transfer Point Platform 4,254.77164920997583,12,2,1,1768494882,44.240943908691406,-76.51396179199219,6.940000057220459,263.20001220703125,2947797.0
1768494883,19,3490101816,31,2181061:564500:568532,20260115,11:00:00,S00411,The Isabel/Tett Centres (north side of King),224.13713409435022,38,2,1,1768494877,44.22189712524414,-76.50415802001953,9.4399995803833,262.8999938964844,781963.0
1768494883,20,3490101826,2,2181338:565960:568381,20260115,11:30:00,S00390,Mohawk Place (west side of Portsmouth),12.898800220348374,3,0,1,1768494881,44.25335693359375,-76.5299072265625,13.050000190734863,177.8000030517578,1060397.0
1768494883,21,3490101688,,,,,,,,,2,,1768493252,44.26136016845703,-76.50676727294922,0.0,,215362.0
1768494883,22,3490101838,14,2181755:563436:568490,20260115,11:40:00,S02083,Cataraqui Centre Transfer Point Platform 6,7.071316545772652,1,1,1,1768494877,44.25502014160156,-76.5728988647461,0.0,,1694086.0
1768494883,23,3490101360,,,,,,,,,2,,1768494882,44.26320266723633,-76.49835205078125,,,0.0
1768494883,24,3490101817,10,2181683:566407:568976,20260115,11:25:00,S00873,Briscoe Street (east side of Sherwood),288.7037767968202,12,2,1,1768494882,44.22038650512695,-76.64315032958984,7.21999979019165,352.70001220703125,3828285.0
1768494883,25,3490101480,,,,,,,,,2,,1768494860,44.261749267578125,-76.50651550292969,0.0,,151289.0
1768494883,26,3490102102,501,2199305:566770:568259,20260115,11:30:00,S02076,Centennial Drive (south side of Princess),213.8273759699274,2,2,1,1768494883,44.258113861083984,-76.56039428710938,10.550000190734863,91.0999984741211,8728861.0
1768494883,27,3490101365,701,2182012:567630:568929,20260115,11:15:00,S00510,Queen Mary Road (north side of Bath),359.02792693171347,10,2,1,1768494883,44.23920822143555,-76.53242492675781,13.609999656677246,262.8999938964844,373224.0
1768494883,28,3490101821,,,,,,,,,2,,1768494878,44.259037017822266,-76.52554321289062,15.829999923706055,269.3999938964844,2136129.0
1768494883,29,3490102401,701,2182186:565116:568914,20260115,11:30:00,S02001,Kirkpatrick Street (west side of Division),311.4450479710903,4,2,1,1768494879,44.255958557128906,-76.49714660644531,11.65999984741211,172.3000030517578,62596.0
1768494883,30,3490101257,501,2199355:565208:568261,20260115,11:15:00,S00521,Country Club Drive (north side of King),88.71087606001554,6,2,1,1768494881,44.2203369140625,-76.52871704101562,10.0,263.6000061035156,1077022.0
1768494883,31,3490102101,16,2192629:564375:568354,20260115,11:15:00,S00243,Third Avenue (east side of Kingscourt),293.4436586262835,25,2,1,1768494876,44.24186325073242,-76.5011978149414,9.4399995803833,355.6000061035156,4986256.0
1768494883,32,3490101367,15,2181620:564922:568283,20260115,11:26:00,S00570,Springfield Drive (west side of Roosevelt),108.74001985518997,14,2,1,1768494878,44.23076248168945,-76.58851623535156,11.380000114440918,176.0,4680211.0
1768494883,33,3490101808,2,2181307:567602:568518,20260115,10:59:00,S00297,Johnson Street (west side of Bagot),146.78684984259382,32,2,1,1768494865,44.230926513671875,-76.4844741821289,3.5999999046325684,205.10000610351562,0.0
1768494883,34,3490100045,,,,,,,,,2,,1768494046,44.25632095336914,-76.49748992919922,5.190000057220459,86.69999694824219,0.0
1768494883,35,3490100013,,,,,,,,,2,,1768494434,44.23801040649414,-76.51747131347656,13.0600004196167,321.1000061035156,0.0
1768494883,36,3490101254,702,2182105:568793:568951,20260115,11:30:00,S09208,RioCan Centre (west side of Gardiners),374.9497550630448,3,2,1,1768494878,44.24769973754883,-76.56825256347656,9.4399995803833,177.5,1448905.0
1768494883,37,3490100004,,,,,,,,,2,,1768494840,44.251304626464844,-76.4854965209961,2.619999885559082,7.900000095367432,0.0
1768494883,38,3490101901,1,2181426:563865:568923,20260115,11:20:00,S02018,Worthington Park (south side of Weller),263.3778040743363,16,2,1,1768494875,44.2614860534668,-76.49642944335938,5.190000057220459,118.0,0.0
1768494883,39,3490102104,13,2181735:566290:568945,20260115,11:31:00,S03045,,,3,2,1,1768494876,44.25084686279297,-76.56843566894531,0.550000011920929,,1157556.0
1768494883,40,3490101359,2,2181308:566865:568419,20260115,11:29:00,S00210,Division Street (north side of Benson),3.503910667899316,13,1,1,1768494876,44.26652145385742,-76.4973373413086,0.550000011920929,,203610.0
1768494883,41,3490101258,,,,,,,,,2,,1768494882,44.254371643066406,-76.56859588623047,9.720000267028809,355.0,320294.0
1768494883,42,3490101683,4,2199410:567904:568323,20260115,11:40:00,S02077,Cataraqui Centre Transfer Point Platform 1,173.30243285328987,1,0,1,1768494873,44.25511169433594,-76.57432556152344,6.110000133514404,173.10000610351562,659960.0
1768494883,43,3490101951,7,2181727:564508:568390,20260115,11:30:00,S00041,Futures Gate (south side of Princess),168.5659287535493,5,2,1,1768494853,44.25812911987305,-76.55579376220703,11.9399995803833,90.5,710884.0
1768494883,44,3490100055,,,,,,,,,2,,1768494593,44.271453857421875,-76.48419952392578,7.809999942779541,234.89999389648438,0.0
1768494883,45,3490101686,502,2199468:566611:568429,20260115,11:25:00,S09033,Acadia Drive (west side of Bayridge),12.773201439943467,6,1,1,1768494882,44.23209762573242,-76.59314727783203,1.1100000143051147,,1387344.0
1768494883,46,3490100006,,,,,,,,,2,,1768493337,44.2626953125,-76.47981262207031,5.349999904632568,336.0,0.0
1768494883,47,3490101255,601,2182284:563443:568572,20260115,11:17:00,S02039,Downtown Transfer Point Platform 4,216.74982475685354,14,2,1,1768494882,44.23250198364258,-76.48218536376953,10.829999923706055,283.29998779296875,168681.0
1768494883,48,3490101479,32,2181089:565688:568894,20260115,11:15:00,S09154,,,26,0,1,1768494882,44.241539001464844,-76.49827575683594,9.4399995803833,266.0,1470678.0
1768494883,49,3490100011,,,,,,,,,2,,1768493584,44.238555908203125,-76.54215240478516,3.5999999046325684,353.0,0.0
1768494883,50,3490102106,1,2181358:563632:568400,20260115,10:50:00,S00441,Pembroke Street (north side of Union),18.860377302855966,45,0,1,1768494881,44.224544525146484,-76.50993347167969,8.050000190734863,247.10000610351562,1552405.0
